order-time,product,price,quantity
2018-02-24 19:21:00,Peshwari Naan,2.95,1
2018-02-24 18:48:00,Plain Rice,2.95,1
2018-02-24 18:46:00,Pilau Rice,2.95,1
2018-02-24 18:30:00,Pilau Rice,2.95,3
2018-02-24 18:30:00,Peshwari Naan,2.95,1
2018-02-24 18:25:00,Pilau Rice,2.95,1
2018-02-24 18:07:00,Pilau Rice,2.95,2
2018-02-24 18:07:00,Garlic Naan,2.95,2
2018-02-24 17:57:00,Plain Rice,2.95,1
2018-02-24 17:41:00,Peshwari Naan,2.95,1
2018-02-24 17:41:00,Garlic Naan,2.95,1
2018-02-24 17:40:00,Kulcha Naan,2.95,1
2018-02-24 17:09:00,Pilau Rice,2.95,2
2018-02-24 17:09:00,Garlic Naan,2.95,1
2018-02-23 22:56:00,Keema Naan,2.95,1
2018-02-23 22:56:00,Garlic Naan,2.95,1
2018-02-23 22:07:00,Garlic Naan,2.95,2
2018-02-23 20:46:00,Garlic Naan,2.95,2
2018-02-23 20:46:00,Pilau Rice,2.95,1
2018-02-23 20:11:00,Keema Naan,2.95,2
2018-02-23 19:55:00,Plain Rice,2.95,1
2018-02-23 19:55:00,Pilau Rice,2.95,1
2018-02-23 19:55:00,Peshwari Naan,2.95,1
2018-02-23 19:55:00,Keema Naan,2.95,1
2018-02-23 19:21:00,Garlic Naan,2.95,1
2018-02-23 19:21:00,Peshwari Naan,2.95,1
2018-02-23 19:21:00,Garlic Naan,2.95,1
2018-02-23 19:11:00,Garlic Naan,2.95,1
2018-02-23 19:11:00,Pilau Rice,2.95,1
2018-02-23 19:11:00,Pilau Rice,2.95,1
2018-02-23 19:08:00,Pilau Rice,2.95,3
2018-02-23 19:08:00,Garlic Naan,2.95,1
2018-02-23 18:59:00,Pilau Rice,2.95,1
2018-02-23 18:38:00,Peshwari Naan,2.95,1
2018-02-23 18:07:00,Plain Rice,2.95,1
2018-02-23 17:14:00,Pilau Rice,2.95,1
2018-02-23 17:14:00,Paratha,2.95,1
2018-02-23 16:08:00,Onion Naan,2.95,1
2018-02-22 19:34:00,Plain Rice,2.95,3
2018-02-22 19:34:00,Garlic Naan,2.95,2
2018-02-22 18:54:00,Plain Rice,2.95,1
2018-02-22 18:28:00,Pilau Rice,2.95,1
2018-02-21 19:46:00,Pilau Rice,2.95,1
2018-02-21 19:25:00,Peshwari Naan,2.95,1
2018-02-21 19:25:00,Garlic Naan,2.95,1
2018-02-21 18:41:00,Pilau Rice,2.95,1
2018-02-20 20:57:00,Garlic Naan,2.95,1
2018-02-20 20:13:00,Garlic Naan,2.95,1
2018-02-20 18:53:00,Pilau Rice,2.95,2
2018-02-20 18:47:00,Pilau Rice,2.95,2
2018-02-20 16:57:00,Pilau Rice,2.95,1
2018-02-19 20:11:00,Plain Rice,2.95,1
2018-02-19 18:11:00,Pilau Rice,2.95,2
2018-02-19 18:11:00,Peshwari Naan,2.95,1
2018-02-19 12:30:00,Diet Coke 1.5 ltr,2.95,1
2018-02-18 17:56:00,Pilau Rice,2.95,2
2018-02-17 20:41:00,Pilau Rice,2.95,1
2018-02-17 19:33:00,Keema Naan,2.95,1
2018-02-17 19:33:00,Garlic Naan,2.95,1
2018-02-17 19:28:00,Keema Naan,2.95,1
2018-02-17 19:28:00,Green Salad,2.95,2
2018-02-17 18:41:00,Pilau Rice,2.95,1
2018-02-17 17:47:00,Pilau Rice,2.95,2
2018-02-17 17:42:00,Plain Rice,2.95,1
2018-02-17 17:42:00,Pilau Rice,2.95,1
2018-02-17 17:42:00,Garlic Naan,2.95,1
2018-02-17 14:16:00,Pilau Rice,2.95,1
2018-02-16 22:48:00,Pilau Rice,2.95,1
2018-02-16 22:34:00,Keema Naan,2.95,1
2018-02-16 21:21:00,Garlic Naan,2.95,1
2018-02-16 20:03:00,Pilau Rice,2.95,1
2018-02-16 18:58:00,Pilau Rice,2.95,1
2018-02-16 18:58:00,Garlic Naan,2.95,1
2018-02-16 18:58:00,Peshwari Naan,2.95,1
2018-02-16 18:58:00,Pilau Rice,2.95,2
2018-02-16 18:51:00,Garlic Naan,2.95,1
2018-02-16 18:51:00,Pilau Rice,2.95,1
2018-02-16 18:35:00,Plain Rice,2.95,1
2018-02-16 18:35:00,Pilau Rice,2.95,1
2018-02-16 18:35:00,Keema Naan,2.95,1
2018-02-16 18:33:00,Garlic Naan,2.95,1
2018-02-16 18:10:00,Peshwari Naan,2.95,1
2018-02-16 18:02:00,Coke 1.5 ltr,2.95,1
2018-02-16 17:10:00,Plain Rice,2.95,1
2018-02-16 17:10:00,Lemonade 1.5 ltr,2.95,1
2018-02-16 16:39:00,Plain Rice,2.95,1
2018-02-15 19:19:00,Garlic Naan,2.95,1
2018-02-15 19:19:00,Peshwari Naan,2.95,1
2018-02-15 19:19:00,Pilau Rice,2.95,1
2018-02-15 19:17:00,Pilau Rice,2.95,1
2018-02-15 19:17:00,Pilau Rice,2.95,1
2018-02-15 19:17:00,Keema Naan,2.95,1
2018-02-15 18:13:00,Pilau Rice,2.95,1
2018-02-14 23:00:00,Pilau Rice,2.95,1
2018-02-14 22:57:00,Coke 1.5 ltr,2.95,1
2018-02-14 20:28:00,Peshwari Naan,2.95,1
2018-02-14 20:28:00,Pilau Rice,2.95,1
2018-02-14 19:48:00,Garlic Naan,2.95,1
2018-02-14 19:44:00,Garlic Naan,2.95,1
2018-02-14 19:07:00,Plain Rice,2.95,1
2018-02-14 19:07:00,Garlic Naan,2.95,1
2018-02-14 18:44:00,Pilau Rice,2.95,1
2018-02-14 18:44:00,Kulcha Naan,2.95,1
2018-02-14 17:37:00,Plain Rice,2.95,2
2018-02-14 17:37:00,Pilau Rice,2.95,1
2018-02-14 17:37:00,Keema Naan,2.95,1
2018-02-14 17:37:00,Plain Rice,2.95,1
2018-02-14 16:11:00,Keema Naan,2.95,1
2018-02-14 16:11:00,Plain Rice,2.95,2
2018-02-14 16:11:00,Pilau Rice,2.95,1
2018-02-14 16:03:00,Keema Naan,2.95,1
2018-02-14 16:03:00,Plain Rice,2.95,1
2018-02-14 16:03:00,Pilau Rice,2.95,1
2018-02-13 21:10:00,Peshwari Naan,2.95,2
2018-02-13 21:10:00,Pilau Rice,2.95,1
2018-02-13 20:46:00,Peshwari Naan,2.95,1
2018-02-13 19:17:00,Keema Naan,2.95,1
2018-02-13 19:17:00,Plain Rice,2.95,1
2018-02-13 18:44:00,Peshwari Naan,2.95,1
2018-02-13 18:20:00,Keema Naan,2.95,1
2018-02-13 18:20:00,Plain Rice,2.95,1
2018-02-13 17:38:00,Plain Rice,2.95,1
2018-02-12 19:57:00,Pilau Rice,2.95,2
2018-02-12 19:43:00,Pilau Rice,2.95,1
2018-02-12 19:43:00,Garlic Naan,2.95,2
2018-02-12 17:39:00,Keema Naan,2.95,1
2018-02-12 17:39:00,Pilau Rice,2.95,3
2018-02-11 18:53:00,Plain Rice,2.95,1
2018-02-11 18:46:00,Peshwari Naan,2.95,1
2018-02-11 17:41:00,Peshwari Naan,2.95,1
2018-02-11 17:14:00,Plain Rice,2.95,1
2018-02-11 17:02:00,Pilau Rice,2.95,1
2018-02-11 17:02:00,Plain Rice,2.95,1
2018-02-10 20:31:00,Garlic Naan,2.95,1
2018-02-10 20:31:00,Pilau Rice,2.95,1
2018-02-10 20:27:00,Garlic Naan,2.95,1
2018-02-10 20:27:00,Pilau Rice,2.95,1
2018-02-10 20:25:00,Pilau Rice,2.95,1
2018-02-10 20:25:00,Peshwari Naan,2.95,2
2018-02-10 20:25:00,Lemonade 1.5 ltr,2.95,1
2018-02-10 20:25:00,Diet Coke 1.5 ltr,2.95,1
2018-02-10 20:11:00,Plain Rice,2.95,2
2018-02-10 20:11:00,Pilau Rice,2.95,1
2018-02-10 19:53:00,Garlic Naan,2.95,1
2018-02-10 19:45:00,Pilau Rice,2.95,1
2018-02-10 19:32:00,Garlic Naan,2.95,1
2018-02-10 19:36:00,Green Salad,2.95,1
2018-02-10 18:38:00,Pilau Rice,2.95,2
2018-02-10 17:46:00,Plain Rice,2.95,1
2018-02-10 17:19:00,Peshwari Naan,2.95,1
2018-02-09 20:10:00,Garlic Naan,2.95,3
2018-02-09 19:41:00,Pilau Rice,2.95,1
2018-02-09 19:41:00,Garlic Naan,2.95,1
2018-02-09 18:31:00,Garlic Naan,2.95,2
2018-02-09 18:11:00,Pilau Rice,2.95,1
2018-02-09 17:02:00,Pilau Rice,2.95,1
2018-02-09 11:57:00,Plain Rice,2.95,1
2018-02-08 19:27:00,Pilau Rice,2.95,2
2018-02-08 19:27:00,Keema Naan,2.95,1
2018-02-08 18:26:00,Coke 1.5 ltr,2.95,1
2018-02-08 18:26:00,Pilau Rice,2.95,1
2018-02-08 18:20:00,Garlic Naan,2.95,1
2018-02-07 18:51:00,Pilau Rice,2.95,2
2018-02-06 20:51:00,Plain Rice,2.95,1
2018-02-06 20:51:00,Coke 1.5 ltr,2.95,1
2018-02-06 20:13:00,Garlic Naan,2.95,2
2018-02-06 20:13:00,Pilau Rice,2.95,1
2018-02-06 20:13:00,Raitha,2.95,1
2018-02-06 18:59:00,Pilau Rice,2.95,3
2018-02-06 18:21:00,Pilau Rice,2.95,2
2018-02-06 18:16:00,Pilau Rice,2.95,2
2018-02-05 20:17:00,Garlic Naan,2.95,1
2018-02-05 20:17:00,Pilau Rice,2.95,1
2018-02-05 20:17:00,Onion Naan,2.95,1
2018-02-05 17:48:00,Peshwari Naan,2.95,1
2018-02-04 20:46:00,Pilau Rice,2.95,1
2018-02-04 20:17:00,Pilau Rice,2.95,2
2018-02-04 20:10:00,Garlic Naan,2.95,1
2018-02-04 19:03:00,Pilau Rice,2.95,1
2018-02-04 19:03:00,Paratha,2.95,1
2018-02-04 19:03:00,Keema Naan,2.95,1
2018-02-04 18:24:00,Pilau Rice,2.95,1
2018-02-04 18:16:00,Onion Naan,2.95,1
2018-02-04 18:09:00,Plain Rice,2.95,2
2018-02-04 17:55:00,Plain Rice,2.95,2
2018-02-04 12:54:00,Pilau Rice,2.95,2
2018-02-03 21:27:00,Pilau Rice,2.95,2
2018-02-03 20:38:00,Plain Rice,2.95,1
2018-02-03 19:50:00,Keema Naan,2.95,1
2018-02-03 19:14:00,Plain Rice,2.95,1
2018-02-03 18:50:00,Pilau Rice,2.95,3
2018-02-03 18:50:00,Garlic Naan,2.95,2
2018-02-03 18:52:00,Plain Rice,2.95,1
2018-02-03 18:26:00,Pilau Rice,2.95,2
2018-02-03 18:26:00,Garlic Naan,2.95,1
2018-02-03 18:23:00,Garlic Naan,2.95,1
2018-02-03 18:23:00,Pilau Rice,2.95,1
2018-02-03 18:19:00,Garlic Naan,2.95,1
2018-02-03 18:19:00,Pilau Rice,2.95,1
2018-02-03 17:47:00,Plain Rice,2.95,1
2018-02-03 17:48:00,Garlic Naan,2.95,1
2018-02-03 17:44:00,Peshwari Naan,2.95,1
2018-02-03 17:27:00,Garlic Naan,2.95,2
2018-02-03 17:27:00,Pilau Rice,2.95,1
2018-02-03 17:23:00,Pilau Rice,2.95,3
2018-02-03 17:23:00,Garlic Naan,2.95,1
2018-02-02 19:57:00,Peshwari Naan,2.95,1
2018-02-02 19:48:00,Garlic Naan,2.95,1
2018-02-02 19:48:00,Pilau Rice,2.95,1
2018-02-02 19:38:00,Garlic Naan,2.95,1
2018-02-02 19:36:00,Keema Naan,2.95,1
2018-02-02 19:36:00,Pilau Rice,2.95,2
2018-02-02 19:34:00,Raitha,2.95,1
2018-02-02 19:34:00,Pilau Rice,2.95,2
2018-02-02 19:32:00,Raitha,2.95,1
2018-02-02 19:32:00,Pilau Rice,2.95,2
2018-02-02 19:30:00,Garlic Naan,2.95,1
2018-02-02 18:52:00,Garlic Naan,2.95,2
2018-02-02 18:52:00,Plain Rice,2.95,1
2018-02-02 18:37:00,Pilau Rice,2.95,1
2018-02-02 18:37:00,Garlic Naan,2.95,1
2018-02-02 18:37:00,Keema Naan,2.95,1
2018-02-02 18:31:00,Garlic Naan,2.95,1
2018-02-02 18:31:00,Pilau Rice,2.95,2
2018-02-02 18:29:00,Pilau Rice,2.95,2
2018-02-02 18:29:00,Garlic Naan,2.95,1
2018-02-02 18:29:00,Pilau Rice,2.95,2
2018-02-02 18:29:00,Garlic Naan,2.95,1
2018-02-02 18:19:00,Pilau Rice,2.95,1
2018-02-02 18:08:00,Garlic Naan,2.95,1
2018-02-02 18:05:00,Pilau Rice,2.95,1
2018-02-02 18:05:00,Garlic Naan,2.95,1
2018-02-02 18:05:00,Onion Naan,2.95,1
2018-02-02 18:00:00,Garlic Naan,2.95,1
2018-02-02 17:59:00,Pilau Rice,2.95,2
2018-02-02 17:27:00,Pilau Rice,2.95,1
2018-02-02 17:14:00,Pilau Rice,2.95,2
2018-02-02 17:14:00,Keema Naan,2.95,2
2018-02-01 21:06:00,Pilau Rice,2.95,1
2018-02-01 19:56:00,Raitha,2.95,1
2018-02-01 18:41:00,Pilau Rice,2.95,1
2018-02-01 18:41:00,Garlic Naan,2.95,1
2018-01-31 20:33:00,Peshwari Naan,2.95,2
2018-01-31 19:42:00,Garlic Naan,2.95,1
2018-01-31 19:20:00,Pilau Rice,2.95,2
2018-01-31 17:59:00,Plain Rice,2.95,1
2018-01-31 17:59:00,Pilau Rice,2.95,1
2018-01-31 17:59:00,Keema Naan,2.95,1
2018-01-31 17:55:00,Keema Naan,2.95,1
2018-01-31 17:49:00,Keema Naan,2.95,1
2018-01-31 17:14:00,Peshwari Naan,2.95,1
2018-01-31 17:14:00,Plain Rice,2.95,1
2018-01-30 19:13:00,Garlic Naan,2.95,5
2018-01-30 19:13:00,Keema Naan,2.95,1
2018-01-30 18:56:00,Keema Naan,2.95,1
2018-01-30 18:56:00,Pilau Rice,2.95,1
2018-01-29 19:44:00,Garlic Naan,2.95,2
2018-01-29 18:56:00,Plain Rice,2.95,1
2018-01-29 17:37:00,Garlic Naan,2.95,1
2018-01-28 20:44:00,Paratha,2.95,2
2018-01-28 19:00:00,Plain Rice,2.95,1
2018-01-28 18:52:00,Pilau Rice,2.95,1
2018-01-28 18:52:00,Garlic Naan,2.95,1
2018-01-28 18:13:00,Pilau Rice,2.95,1
2018-01-28 18:13:00,Garlic Naan,2.95,2
2018-01-28 18:01:00,Peshwari Naan,2.95,1
2018-01-28 18:01:00,Garlic Naan,2.95,1
2018-01-28 18:01:00,Pilau Rice,2.95,1
2018-01-28 17:43:00,Plain Rice,2.95,2
2018-01-28 17:43:00,Garlic Naan,2.95,1
2018-01-28 16:00:00,Garlic Naan,2.95,1
2018-01-27 21:13:00,Garlic Naan,2.95,2
2018-01-27 20:57:00,Pilau Rice,2.95,1
2018-01-27 20:38:00,Raitha,2.95,1
2018-01-27 19:52:00,Onion Naan,2.95,2
2018-01-27 19:40:00,Plain Rice,2.95,2
2018-01-27 19:40:00,Pilau Rice,2.95,1
2018-01-27 19:40:00,Paratha,2.95,2
2018-01-27 19:40:00,Keema Naan,2.95,1
2018-01-27 18:48:00,Pilau Rice,2.95,1
2018-01-27 18:46:00,Plain Rice,2.95,1
2018-01-27 18:46:00,Pilau Rice,2.95,1
2018-01-27 18:39:00,Plain Rice,2.95,1
2018-01-27 18:36:00,Keema Naan,2.95,1
2018-01-27 18:36:00,Peshwari Naan,2.95,1
2018-01-27 18:36:00,Pilau Rice,2.95,1
2018-01-27 18:37:00,Pilau Rice,2.95,2
2018-01-27 18:37:00,Garlic Naan,2.95,1
2018-01-27 18:24:00,Plain Rice,2.95,1
2018-01-27 18:20:00,Plain Rice,2.95,1
2018-01-27 17:51:00,Green Salad,2.95,1
2018-01-27 17:51:00,Keema Naan,2.95,1
2018-01-27 17:36:00,Pilau Rice,2.95,1
2018-01-27 13:26:00,Garlic Naan,2.95,1
2018-01-26 20:38:00,Garlic Naan,2.95,2
2018-01-26 20:38:00,Keema Naan,2.95,1
2018-01-26 19:19:00,Plain Rice,2.95,1
2018-01-26 19:19:00,Garlic Naan,2.95,1
2018-01-26 19:06:00,Plain Rice,2.95,2
2018-01-26 19:06:00,Lemonade 1.5 ltr,2.95,1
2018-01-26 19:03:00,Pilau Rice,2.95,2
2018-01-26 18:48:00,Pilau Rice,2.95,1
2018-01-26 18:48:00,Garlic Naan,2.95,1
2018-01-26 18:44:00,Garlic Naan,2.95,1
2018-01-26 18:44:00,Plain Rice,2.95,1
2018-01-26 18:26:00,Pilau Rice,2.95,2
2018-01-26 18:18:00,Pilau Rice,2.95,2
2018-01-26 18:14:00,Pilau Rice,2.95,1
2018-01-26 17:56:00,Plain Rice,2.95,1
2018-01-26 17:51:00,Garlic Naan,2.95,1
2018-01-26 17:51:00,Pilau Rice,2.95,1
2018-01-26 17:48:00,Paratha,2.95,1
2018-01-26 17:48:00,Keema Naan,2.95,1
2018-01-26 17:20:00,Kulcha Naan,2.95,1
2018-01-26 17:20:00,Pilau Rice,2.95,1
2018-01-26 16:52:00,Pilau Rice,2.95,1
2018-01-25 19:51:00,Pilau Rice,2.95,1
2018-01-25 19:01:00,Pilau Rice,2.95,1
2018-01-25 18:52:00,Garlic Naan,2.95,1
2018-01-25 18:28:00,Garlic Naan,2.95,1
2018-01-25 17:54:00,Garlic Naan,2.95,1
2018-01-25 17:54:00,Paratha,2.95,1
2018-01-24 22:45:00,Plain Rice,2.95,1
2018-01-24 21:58:00,Garlic Naan,2.95,1
2018-01-24 19:16:00,Garlic Naan,2.95,1
2018-01-24 19:16:00,Plain Rice,2.95,1
2018-01-24 19:16:00,Lemonade 1.5 ltr,2.95,1
2018-01-24 18:29:00,Keema Naan,2.95,1
2018-01-24 18:29:00,Pilau Rice,2.95,1
2018-01-24 18:23:00,Peshwari Naan,2.95,1
2018-01-24 18:15:00,Pilau Rice,2.95,2
2018-01-24 17:53:00,Pilau Rice,2.95,1
2018-01-24 17:53:00,Garlic Naan,2.95,2
2018-01-24 17:39:00,Garlic Naan,2.95,1
2018-01-24 17:37:00,Peshwari Naan,2.95,1
2018-01-23 21:57:00,Keema Naan,2.95,1
2018-01-23 21:12:00,Keema Naan,2.95,1
2018-01-23 20:40:00,Peshwari Naan,2.95,1
2018-01-23 19:03:00,Pilau Rice,2.95,1
2018-01-23 18:45:00,Plain Rice,2.95,2
2018-01-23 18:45:00,Pilau Rice,2.95,1
2018-01-22 20:36:00,Keema Naan,2.95,2
2018-01-22 19:01:00,Garlic Naan,2.95,1
2018-01-22 18:49:00,Garlic Naan,2.95,1
2018-01-22 18:39:00,Pilau Rice,2.95,1
2018-01-22 18:39:00,Plain Rice,2.95,1
2018-01-22 16:49:00,Plain Rice,2.95,2
2018-01-22 16:49:00,Garlic Naan,2.95,2
2018-01-22 16:49:00,Peshwari Naan,2.95,1
2018-01-21 19:24:00,Keema Naan,2.95,1
2018-01-21 19:24:00,Pilau Rice,2.95,2
2018-01-21 19:11:00,Garlic Naan,2.95,1
2018-01-21 18:57:00,Plain Rice,2.95,1
2018-01-21 18:52:00,Plain Rice,2.95,1
2018-01-21 18:29:00,Keema Naan,2.95,1
2018-01-21 18:13:00,Garlic Naan,2.95,1
2018-01-21 18:13:00,Lemonade 1.5 ltr,2.95,1
2018-01-21 18:08:00,Pilau Rice,2.95,2
2018-01-21 18:05:00,Pilau Rice,2.95,2
2018-01-21 18:08:00,Garlic Naan,2.95,1
2018-01-21 18:08:00,Lemonade 1.5 ltr,2.95,1
2018-01-21 17:49:00,Coke 1.5 ltr,2.95,1
2018-01-21 17:48:00,Pilau Rice,2.95,1
2018-01-20 22:00:00,Paratha,2.95,1
2018-01-20 22:00:00,Raitha,2.95,1
2018-01-20 21:51:00,Diet Coke 1.5 ltr,2.95,1
2018-01-20 20:45:00,Pilau Rice,2.95,1
2018-01-20 20:39:00,Onion Naan,2.95,1
2018-01-20 20:02:00,Pilau Rice,2.95,1
2018-01-20 18:45:00,Plain Rice,2.95,1
2018-01-20 18:39:00,Keema Naan,2.95,1
2018-01-20 18:15:00,Pilau Rice,2.95,1
2018-01-20 18:13:00,Green Salad,2.95,1
2018-01-20 18:13:00,Pilau Rice,2.95,1
2018-01-20 18:01:00,Pilau Rice,2.95,1
2018-01-20 17:54:00,Plain Rice,2.95,1
2018-01-20 17:54:00,Garlic Naan,2.95,1
2018-01-20 17:54:00,Onion Naan,2.95,1
2018-01-20 17:38:00,Pilau Rice,2.95,1
2018-01-20 17:23:00,Pilau Rice,2.95,1
2018-01-20 17:11:00,Onion Naan,2.95,1
2018-01-20 17:11:00,Garlic Naan,2.95,1
2018-01-19 22:10:00,Peshwari Naan,2.95,2
2018-01-19 20:39:00,Plain Rice,2.95,2
2018-01-19 20:16:00,Garlic Naan,2.95,2
2018-01-19 20:10:00,Peshwari Naan,2.95,1
2018-01-19 19:53:00,Keema Naan,2.95,1
2018-01-19 19:53:00,Pilau Rice,2.95,1
2018-01-19 19:35:00,Plain Rice,2.95,1
2018-01-19 18:54:00,Pilau Rice,2.95,2
2018-01-19 18:54:00,Peshwari Naan,2.95,1
2018-01-19 18:40:00,Pilau Rice,2.95,2
2018-01-19 18:34:00,Plain Rice,2.95,2
2018-01-19 18:30:00,Plain Rice,2.95,2
2018-01-19 18:29:00,Pilau Rice,2.95,1
2018-01-19 18:19:00,Pilau Rice,2.95,2
2018-01-19 18:19:00,Garlic Naan,2.95,2
2018-01-19 18:19:00,Keema Naan,2.95,1
2018-01-19 17:39:00,Pilau Rice,2.95,1
2018-01-19 17:39:00,Lemonade 1.5 ltr,2.95,1
2018-01-18 19:16:00,Keema Naan,2.95,1
2018-01-18 18:20:00,Pilau Rice,2.95,1
2018-01-18 18:02:00,Pilau Rice,2.95,1
2018-01-18 17:58:00,Garlic Naan,2.95,1
2018-01-18 17:42:00,Peshwari Naan,2.95,2
2018-01-18 17:42:00,Pilau Rice,2.95,2
2018-01-18 17:42:00,Coke 1.5 ltr,2.95,1
2018-01-18 17:08:00,Plain Rice,2.95,1
2018-01-18 17:08:00,Garlic Naan,2.95,1
2018-01-18 16:26:00,Peshwari Naan,2.95,2
2018-01-17 20:10:00,Peshwari Naan,2.95,1
2018-01-17 19:49:00,Garlic Naan,2.95,1
2018-01-17 18:38:00,Pilau Rice,2.95,1
2018-01-17 18:00:00,Plain Rice,2.95,1
2018-01-16 19:11:00,Pilau Rice,2.95,1
2018-01-16 17:37:00,Peshwari Naan,2.95,1
2018-01-16 17:37:00,Pilau Rice,2.95,1
2018-01-15 22:37:00,Paratha,2.95,1
2018-01-15 22:12:00,Paratha,2.95,1
2018-01-15 21:54:00,Pilau Rice,2.95,1
2018-01-15 21:54:00,Plain Rice,2.95,1
2018-01-15 19:58:00,Garlic Naan,2.95,1
2018-01-15 19:58:00,Keema Naan,2.95,1
2018-01-14 22:10:00,Garlic Naan,2.95,1
2018-01-14 22:10:00,Pilau Rice,2.95,1
2018-01-14 17:25:00,Garlic Naan,2.95,1
2018-01-13 22:38:00,Garlic Naan,2.95,1
2018-01-13 21:36:00,Garlic Naan,2.95,1
2018-01-13 20:22:00,Plain Rice,2.95,1
2018-01-13 20:15:00,Plain Rice,2.95,1
2018-01-13 20:18:00,Garlic Naan,2.95,1
2018-01-13 19:29:00,Pilau Rice,2.95,1
2018-01-13 19:29:00,Onion Naan,2.95,1
2018-01-13 19:29:00,Garlic Naan,2.95,1
2018-01-13 19:17:00,Garlic Naan,2.95,1
2018-01-13 19:17:00,Pilau Rice,2.95,1
2018-01-13 19:14:00,Peshwari Naan,2.95,1
2018-01-13 18:52:00,Pilau Rice,2.95,1
2018-01-13 18:49:00,Plain Rice,2.95,2
2018-01-13 18:49:00,Pilau Rice,2.95,3
2018-01-13 18:49:00,Keema Naan,2.95,1
2018-01-13 18:49:00,Garlic Naan,2.95,2
2018-01-13 18:47:00,Keema Naan,2.95,2
2018-01-13 18:47:00,Peshwari Naan,2.95,1
2018-01-13 18:47:00,Garlic Naan,2.95,1
2018-01-13 18:45:00,Plain Rice,2.95,1
2018-01-13 18:12:00,Pilau Rice,2.95,1
2018-01-13 18:12:00,Garlic Naan,2.95,1
2018-01-13 18:07:00,Keema Naan,2.95,1
2018-01-13 17:48:00,Plain Rice,2.95,1
2018-01-13 17:45:00,Pilau Rice,2.95,1
2018-01-13 17:45:00,Peshwari Naan,2.95,1
2018-01-12 21:19:00,Plain Rice,2.95,1
2018-01-12 20:39:00,Garlic Naan,2.95,1
2018-01-12 20:08:00,Paratha,2.95,1
2018-01-12 19:48:00,Garlic Naan,2.95,1
2018-01-12 19:48:00,Paratha,2.95,2
2018-01-12 19:47:00,Peshwari Naan,2.95,2
2018-01-12 19:37:00,Pilau Rice,2.95,1
2018-01-12 19:37:00,Garlic Naan,2.95,1
2018-01-12 19:25:00,Pilau Rice,2.95,1
2018-01-12 19:25:00,Garlic Naan,2.95,1
2018-01-12 18:44:00,Peshwari Naan,2.95,1
2018-01-12 18:45:00,Plain Rice,2.95,2
2018-01-12 18:24:00,Lemonade 1.5 ltr,2.95,1
2018-01-12 17:59:00,Keema Naan,2.95,1
2018-01-12 17:59:00,Pilau Rice,2.95,1
2018-01-12 17:59:00,Diet Coke 1.5 ltr,2.95,1
2018-01-12 17:16:00,Garlic Naan,2.95,1
2018-01-11 21:01:00,Keema Naan,2.95,1
2018-01-11 21:01:00,Plain Rice,2.95,1
2018-01-11 20:16:00,Plain Rice,2.95,1
2018-01-11 18:50:00,Pilau Rice,2.95,1
2018-01-11 18:19:00,Garlic Naan,2.95,1
2018-01-11 18:17:00,Pilau Rice,2.95,2
2018-01-11 18:13:00,Keema Naan,2.95,1
2018-01-11 18:13:00,Pilau Rice,2.95,1
2018-01-11 17:50:00,Garlic Naan,2.95,1
2018-01-10 20:09:00,Peshwari Naan,2.95,1
2018-01-10 19:50:00,Pilau Rice,2.95,1
2018-01-10 19:50:00,Plain Rice,2.95,1
2018-01-10 19:28:00,Plain Rice,2.95,1
2018-01-10 18:50:00,Plain Rice,2.95,1
2018-01-10 18:50:00,Coke 1.5 ltr,2.95,1
2018-01-09 21:41:00,Plain Rice,2.95,1
2018-01-09 20:31:00,Keema Naan,2.95,1
2018-01-09 20:31:00,Peshwari Naan,2.95,1
2018-01-09 20:20:00,Keema Naan,2.95,2
2018-01-09 20:20:00,Pilau Rice,2.95,1
2018-01-09 18:52:00,Pilau Rice,2.95,1
2018-01-08 21:46:00,Plain Rice,2.95,1
2018-01-08 21:12:00,Garlic Naan,2.95,1
2018-01-08 21:08:00,Garlic Naan,2.95,1
2018-01-08 19:05:00,Peshwari Naan,2.95,1
2018-01-08 19:05:00,Plain Rice,2.95,2
2018-01-08 19:05:00,Garlic Naan,2.95,1
2018-01-08 18:18:00,Pilau Rice,2.95,2
2018-01-08 18:12:00,Pilau Rice,2.95,1
2018-01-07 21:27:00,Garlic Naan,2.95,1
2018-01-07 21:27:00,Peshwari Naan,2.95,1
2018-01-07 21:27:00,Plain Rice,2.95,1
2018-01-07 19:24:00,Pilau Rice,2.95,2
2018-01-07 19:24:00,Peshwari Naan,2.95,1
2018-01-07 18:49:00,Plain Rice,2.95,1
2018-01-07 18:46:00,Garlic Naan,2.95,1
2018-01-07 18:46:00,Pilau Rice,2.95,1
2018-01-07 18:39:00,Pilau Rice,2.95,1
2018-01-07 18:39:00,Plain Rice,2.95,1
2018-01-07 17:34:00,Garlic Naan,2.95,1
2018-01-07 17:34:00,Peshwari Naan,2.95,1
2018-01-07 17:02:00,Pilau Rice,2.95,2
2018-01-07 14:05:00,Peshwari Naan,2.95,1
2018-01-07 14:05:00,Plain Rice,2.95,1
2018-01-06 22:07:00,Pilau Rice,2.95,1
2018-01-06 22:07:00,Peshwari Naan,2.95,1
2018-01-06 20:30:00,Pilau Rice,2.95,2
2018-01-06 20:17:00,Paratha,2.95,1
2018-01-06 20:12:00,Paratha,2.95,1
2018-01-06 19:41:00,Pilau Rice,2.95,1
